,url,statement,verdict,date
11,https://demagog.org.pl/wypowiedzi/czy-komitet-bezpieczenstwa-zatwierdzil-likwidacje-izby-dyscyplinarnej/,"Ko­mi­tet, któ­re­go je­stem prze­wod­ni­czą­cym, za­twier­dził tą usta­wę, ten pro­jekt (o li­kwi­da­cji Izby Dys­cy­pli­nar­nej – przyp. De­ma­gog) wiele mie­się­cy temu. W ogóle nie było wtedy jesz­cze tego sporu. Tylko to jest po pro­stu część Pol­skie­go Ładu.
Gość Krzysz­to­fa Ziem­ca w RMF FM, 16.10.2021",NIEWERYFIKOWALNE,16-10-2021
12,https://demagog.org.pl/wypowiedzi/czy-w-2015-roku-wojsko-zmiesciloby-sie-na-stadionie-narodowym/,"W 2015 roku, kiedy Prawo i Spra­wie­dli­wość obej­mo­wa­ło wła­dzę, Woj­sko Pol­skie mogło zmie­ścić się na Sta­dio­nie Na­ro­do­wym.
Kwa­drans po­li­tycz­ny, 27.10.2021",FAŁSZ,27-10-2021
13,https://demagog.org.pl/wypowiedzi/polexit-czy-europaexit-analizujemy-orzecznictwo-sadow-konstytucyjnych/,0,MANIPULACJA,0
14,https://demagog.org.pl/wypowiedzi/czy-polska-krajowa-rada-sadownictwa-jest-analogiczna-do-hiszpanskiej/,"Unii Eu­ro­pej­skiej nie po­do­ba się Kra­jo­wa Rada Są­dow­nic­twa. Ja przy­po­mnę, że re­gu­la­cje do­ty­czą­ce Kra­jo­wej Rady Są­dow­nic­twa były two­rzo­ne na pod­sta­wie roz­wią­zań hisz­pań­skich. To jest pierw­sza rzecz. W nie­któ­rych pań­stwach w ogóle nie ma od­po­wied­ni­ków Kra­jo­wej Rady Są­dow­nic­twa.
Onet Opi­nie, 26.10.2021",MANIPULACJA,26-10-2021
15,https://demagog.org.pl/wypowiedzi/ile-pieniedzy-zapewnia-panstwu-instytucja-konfiskaty-rozszerzonej/,"(…) Mi­ni­stra Spra­wie­dli­wo­ści Zbi­gnie­wa Zio­bro oraz ca­łe­go ze­spo­łu Mi­ni­ster­stwa Spra­wie­dli­wo­ści. To my wpro­wa­dzi­li­śmy tak po­trzeb­ną kon­fi­ska­tę roz­sze­rzo­ną. Dzię­ki niej w la­tach 2016-19 prze­ję­li­śmy ma­jąt­ki z prze­stępstw warte bli­sko 6,9 mld zł! Dla po­rów­na­nia w la­tach 2012-15 było to tylko 2,6 mld zł.
Sza­now­ni Pań­stwo, to są ogrom­ne kwoty, z któ­rych potem fi­nan­so­wa­ne są m.in. 500 Plus, 300 Plus czy 13. eme­ry­tu­ra.
Fa­ce­bo­ok, 05.10.2021",NIEWERYFIKOWALNE,05-10-2021
16,https://demagog.org.pl/wypowiedzi/jak-wysokie-sa-dzis-inwestycje-spolek-skarbu-panstwa/,"Tylko w ze­szłym roku 44 mld zł, tyle za­in­we­sto­wa­ły spół­ki Skar­bu Pań­stwa (…). Nigdy za rzą­dów PO-PSL te na­kła­dy nie były tak wy­so­kie. Śred­nio każ­de­go roku o 10 mld zł wię­cej spół­ki (Skar­bu Pań­stwa – przyp. De­ma­gog) in­we­stu­ją niż w cza­sach rzą­dów na­szych po­przed­ni­ków.
Gość Wia­do­mo­ści, 30.07.2021",NIEWERYFIKOWALNE,30-07-2021
17,https://demagog.org.pl/wypowiedzi/ile-wynosi-moc-instalacji-fotowoltaicznych-w-polsce/,"Cał­ko­wi­ta moc sło­necz­nej ener­gii w Pol­sce to 4,1 GW, co ozna­cza wzrost o 250 proc. rok do roku.
COP26 Glas­gow, 1.11.2021",FAŁSZ, 1-11-2021
18,https://demagog.org.pl/wypowiedzi/czy-rzad-belgii-zaoferowal-polkom-bezplatna-aborcje/,"Po­ma­ga rząd bel­gij­ski, który po wy­ro­ku Try­bu­na­łu Kon­sty­tu­cyj­ne­go za­ofe­ro­wał bez­płat­ną abor­cję Po­lkom. Teraz trwa de­ba­ta w par­la­men­cie duń­skim, żeby Polki mogły do­ko­ny­wać abor­cji rów­nież w Danii.
Kawa na ławę, 24.10.2021",MANIPULACJA,24-10-2021
19,https://demagog.org.pl/wypowiedzi/czy-cena-uprawnien-do-emisji-co2-wzrosla-ponad-dwukrotnie/,"W ciągu jed­ne­go roku cena upraw­nień wzro­sła z 25 euro do 60 euro.
Wo­ro­ni­cza 17, 24.10.2021",PRAWDA,24-10-2021
20,https://demagog.org.pl/wypowiedzi/czy-polska-dostarczyla-tsue-badania-na-temat-braku-wplywu-turowa-na-stan-wody/,"Prze­pro­wa­dzo­no ba­da­nia, je­że­li cho­dzi nie tylko o brak wpły­wu Tu­ro­wa na wody grun­to­we po stro­nie cze­skiej i do­star­czo­no takie do­ku­men­ty do TSUE.
Wy­po­wiedź dla wPo­li­ty­ce.pl, 20.09.2021",NIEWERYFIKOWALNE,20-09-2021
21,https://demagog.org.pl/wypowiedzi/ktore-miejsce-w-ue-zajmuje-polska-pod-wzgledem-odsetka-zaszczepionych/,"Dzi­siaj Pol­ska jest na 23 miej­scu w Unii Eu­ro­pej­skiej, je­że­li cho­dzi o wy­szcze­pial­ność (na CO­VID-19 – przyp. De­ma­gog).
7. dzień ty­go­dnia, 24.10.2021",PRAWDA,24-10-2021
22,https://demagog.org.pl/wypowiedzi/jaka-czesc-ceny-paliwa-stanowi-akcyza/,"Dzi­siaj ak­cy­za sta­no­wi 25 proc. (ceny – przyp. De­ma­gog) w ben­zy­nie, 20 w oleju na­pę­do­wym.
Krop­ka nad i, 20.10.2021",PRAWDA,20-10-2021
23,https://demagog.org.pl/wypowiedzi/czy-czesi-zwracali-sie-do-msz-w-sprawie-turowa-kiedy-ministrem-byl-waszczykowski/,"Nie pod­no­si­li Czesi tej spra­wy (ko­pal­ni Turów, kiedy Wasz­czy­kow­ski był mi­ni­strem spraw za­gra­nicz­nych – przyp. De­ma­gog) (…). Spra­wa była pod­no­szo­na przed laty, ale na niż­szych szcze­blach, nie do­cho­dzi­ła do naj­wyż­szych władz. Pan wspo­mniał o mnie jako o mi­ni­strze spraw za­gra­nicz­nych. Wtedy do MSZ-u, na szcze­bel mi­ni­ste­rial­ny, ta spra­wa nie do­cho­dzi­ła, tak że nie można było roz­wią­zać.
Po­ran­na roz­mo­wa RMF FM, 18.10.2021",FAŁSZ,18-10-2021
24,https://demagog.org.pl/wypowiedzi/czy-produkcja-bialka-z-owadow-jest-korzystna-dla-ludzi-i-srodowiska/,"Do wy­pro­du­ko­wa­nia 1 kg biał­ka z owa­dów po­trze­bu­je­my 13-krot­nie mniej­sze­go te­re­nu, ok. 22 tys. li­trów mniej wody oraz 6 razy mniej paszy w po­rów­na­niu do wy­pro­du­ko­wa­nia ta­kiej samej ilo­ści biał­ka ze zwie­rząt ho­dow­la­nych.
Twit­ter, 11.10.2021",PRAWDA,11-10-2021
25,https://demagog.org.pl/wypowiedzi/ile-paliwa-za-srednia-pensje-mozna-bylo-kupic-w-2011-roku-a-ile-obecnie/,"Za śred­nią pen­sję Polak może sobie kupić 680 l, mniej wię­cej, tego pa­li­wa, a wtedy, kiedy te słowa (w 2011 roku Ja­ro­sław Ka­czyń­ski wzy­wał Do­nal­da Tuska do ob­niż­ki ak­cy­zy na pa­li­wo – przyp. De­ma­gog) pa­da­ły, mógł sobie kupić 420 l. Za mi­ni­mal­ną pen­sję wtedy 190 l, teraz 320.
Śnia­da­nie Ry­ma­now­skie­go w Pol­sat News i In­te­rii, 17.10.2021",PRAWDA,17-10-2021
26,https://demagog.org.pl/wypowiedzi/czy-ceny-benzyny-w-polsce-sa-wsrod-najnizszych-w-europie/,"Przy­po­mnę tylko, że na razie mamy pra­wie że naj­niż­sze w Eu­ro­pie ceny ben­zy­ny. Tań­sza ben­zy­na jest tylko w Ru­mu­nii i w Buł­ga­rii. W Niem­czech ben­zy­na jest po 7,5 zł, prze­li­cza­jąc na zło­tów­ki, we Fran­cji po 7,5, we Wło­szech po 8.
Śnia­da­nie Ry­ma­now­skie­go w Pol­sat News i In­te­rii, 17.10.2021",MANIPULACJA,17-10-2021
27,https://demagog.org.pl/wypowiedzi/ile-paliwa-mozna-kupic-za-przecietna-pensje-w-polsce-i-europie/,"My je­ste­śmy w Eu­ro­pie na 21. miej­scu, je­że­li cho­dzi o moż­li­wo­ści za­ku­pu (…) ilo­ści li­trów ben­zy­ny, w tym mo­men­cie, za naszą śred­nią kra­jo­wą (…) netto. Za naszą śred­nią kra­jo­wą netto je­ste­śmy w sta­nie kupić 673 l pa­li­wa, je­że­li mamy 5,89, to jest jesz­cze stara ta­bel­ka sprzed ty­go­dnia, bo dzi­siaj już jest 5,95 tam, śred­nio.
7. Dzień Ty­go­dnia w Radiu ZET, 17.10.2021",PRAWDA,17-10-2021
28,https://demagog.org.pl/wypowiedzi/czy-polska-jest-samowystarczalna-w-zaspokajaniu-swoich-potrzeb-na-gaz-ziemny/,"W sy­tu­acji prze­sta­wie­nia na gaz pa­mię­taj­my o tym, że Pol­ska, przy obec­nym sta­nie, przy uru­cho­mie­niu Bal­tic Pipe, z ga­zo­por­tu, wła­sne wy­do­by­cie, jest na gra­ni­cy sa­mo­wy­star­czal­no­ści, ale już zwięk­sze­nie tego za­po­trze­bo­wa­nia po­wo­du­je, że prze­kra­cza­my te 20 mld m3 i my je­ste­śmy już zmu­sze­ni na im­port, no w więk­szej skali.
24 Py­ta­nia – Roz­mo­wa Po­ran­ka, 05.10.2021",PRAWDA,05-10-2021
29,https://demagog.org.pl/wypowiedzi/ile-zwierzat-wyhodowano-i-zabito-w-unii-europejskiej-w-2017-roku/,"Rocz­nie do do­świad­czeń wy­ko­rzy­stu­je się ok. 10 mln zwie­rząt. Jak po­da­je ra­port Ko­mi­sji Eu­ro­pej­skiej, w 2017 r. wy­ho­do­wa­no i za­bi­to 12 mln zwie­rząt, bez wy­ko­rzy­sta­nia ich do celów do­świad­czeń i do badań, ale jed­no­cze­śnie nie dając im szan­sy na życie.
Po­sie­dze­nie Sejmu, 29.09.2021",PRAWDA,29-09-2021
30,https://demagog.org.pl/wypowiedzi/o-ile-wzrosl-eksport-polskich-towarow-rolnych-za-rzadow-pis/,"Za na­szych rzą­dów wzrósł nie­sa­mo­wi­cie, o 40 ponad proc. eks­port pol­skich to­wa­rów rol­nych.
Tłit, 11.10.2021",PRAWDA,11-10-2021
31,https://demagog.org.pl/wypowiedzi/jaka-szanse-na-przezycie-ma-pieszy-potracony-przez-auto-jadace-30-km-h/,"Z tym ogra­ni­cza­niem pręd­ko­ści jest tak: (…) jeśli doj­dzie do wy­pad­ku, do po­trą­ce­nia pie­sze­go, przy pręd­ko­ści 30 km/h, to 9 na 10 pie­szych prze­ży­je. Je­że­li ta pręd­kość wy­no­si 50 km/h, to po­ło­wa z pie­szych prze­ży­je. Je­że­li ta pręd­kość prze­kra­cza 60 km/h, to 9 na 10 po­nie­sie śmierć.
Tak jest, 13.10.2021",PRAWDA,13-10-2021
32,https://demagog.org.pl/wypowiedzi/czy-szczepionki-byly-testowane-na-niczego-nieswiadomych-ludziach/,"Każdy me­dy­ka­ment po­wi­nien być prze­ba­da­ny – i te wszyst­kie szcze­pion­ki i pre­pa­ra­ty obec­nie już SĄ prze­te­sto­wa­ne (jesz­cze dość krót­ko!) na set­kach mi­lio­nach ludzi; zło jest tylko w tym, że lu­dzie nie byli in­for­mo­wa­ni o tym, że są kró­li­ka­mi do­świad­czal­ny­mi i robią to na wła­sne ry­zy­ko.
Fa­ce­bo­ok, 08.10.2021",FAŁSZ,08-10-2021
33,https://demagog.org.pl/wypowiedzi/o-ile-wzroslo-zadluzenie-polski-w-ciagu-ostatnich-szesciu-lat/,"On (pre­zes NBP An­drzej Gla­piń­ski – przyp. De­ma­gog) po­wi­nien wie­dzieć, że na ko­niec 2015 roku Pol­ska była za­dłu­żo­na na bli­sko 800 mld. W tej chwi­li za­dłu­żo­na jest na 1,5 bln. Czyli ten obóz rzą­dzą­cy po­dwo­ił za­dłu­że­nie Pol­ski rap­tem w sześć lat. 
Kawa na ławę, 10.10.2021",FAŁSZ,10-10-2021
34,https://demagog.org.pl/wypowiedzi/czy-kontrola-nik-wykazala-wzrost-zadluzenia-o-290-mld-zl/,"Zwra­ca­my uwagę na to, że kon­tro­la NIK wy­ka­za­ła, że 290 mld zł jest poza bu­dże­tem.
Po­sie­dze­nie Sejmu, 29.09.2021",PRAWDA,29-09-2021
35,https://demagog.org.pl/wypowiedzi/ile-wyksztalconych-pielegniarek-nie-podejmuje-pracy-w-zawodzie/,"W ze­szłym roku 3 tys. wy­kształ­co­nych pie­lę­gnia­rek nie pod­ję­ło pracy w za­wo­dzie.
Śnia­da­nie Ry­ma­now­skie­go w Pol­sat News i In­te­rii, 19.09.2021",FAŁSZ,19-09-2021
36,https://demagog.org.pl/wypowiedzi/czego-dotyczylo-referendum-akcesyjne-w-2003-roku/,"Nie było re­fe­ren­dum w spra­wie przy­stą­pie­nia do Unii Eu­ro­pej­skiej. To jest ko­lej­ne kłam­stwo. Było re­fe­ren­dum w spra­wie przy­stą­pie­nia do Wspól­not Eu­ro­pej­skich, wtedy Unia Eu­ro­pej­ska for­mal­nie nie ist­nia­ła. Do­pie­ro Trak­tat Li­zboń­ski mówi, że po­wsta­je Unia Eu­ro­pej­ska.
Gość Po­ran­ka „Siód­ma 9”, 06.10.2021",FAŁSZ,06-10-2021
37,https://demagog.org.pl/wypowiedzi/czy-w-ciagu-ostatniego-polrocza-z-pracy-odeszlo-12-tys-nauczycieli/,"Ko­lej­ny ob­szar kry­zy­su – edu­ka­cja. Od­cho­dzą na­uczy­cie­le z za­wo­du, ode­szło ich w ciągu ostat­nie­go pół­ro­cza ponad 12 tys. 
Po­sie­dze­nie Sejmu, 29.09.2021",NIEWERYFIKOWALNE,29-09-2021
38,https://demagog.org.pl/wypowiedzi/o-ile-wzrosly-wydatki-na-kancelarie-prezesa-rady-ministrow/,"Kwe­stia pod­wyż­sza­nia pie­nię­dzy na wasze wła­sne wy­dat­ki. Dam tylko jeden przy­kład. Bu­dżet kan­ce­la­rii pre­mie­ra: 2015 r. – 147 mln zł, 2018 r. – już ponad dwa razy wię­cej, bo 342 mln zł. W tym roku to będą 594 mln zł, a w przy­szłym roku za­pla­no­wa­li­ście ponad czte­ry razy wię­cej – 800 mln zł.
Po­sie­dze­nie Sejmu, 29.09.2021",PRAWDA,29-09-2021
39,https://demagog.org.pl/wypowiedzi/ktore-z-panstw-nato-wydaje-najwiecej-na-wojsko-i-obronnosc/,"Pa­mię­taj­my, że Stany Zjed­no­czo­ne wy­da­ją wię­cej na spra­wy woj­sko­we czy obron­ne, nie­za­leż­nie od tego, jak to okre­śli­my, wię­cej niż wszyst­kie po­zo­sta­łe pań­stwa NA­TO-wskie, a więc eu­ro­pej­scy so­jusz­ni­cy i Ka­na­da razem wzię­ci. (…) w tej chwi­li w Unii Eu­ro­pej­skiej, bez Wiel­kiej Bry­ta­nii, no nie mo­że­my mówić, że w ra­mach Unii re­pre­zen­tu­je­my jakiś więk­szy po­ten­cjał obron­ny.
Wy­wiad Po­li­tycz­ny w TOK FM, 05.10.2021",PRAWDA,05-10-2021
40,https://demagog.org.pl/wypowiedzi/jak-wielu-polakow-przekracza-drugi-prog-podatkowy/,"Bo ten drugi próg (po­dat­ko­wy – przyp. De­ma­gog) obec­nie, który ist­nie­je, to w niego wpada już 1,5 mln Po­la­ków. Jak on był wy­my­śla­ny, to w niego wpa­da­ło tam 300 tys. i oni byli uzna­wa­ni za tych naj­bo­gat­szych.
Onet Opi­nie, 30.09.2021",NIEWERYFIKOWALNE,30-09-2021
41,https://demagog.org.pl/wypowiedzi/czy-osoby-zaszczepione-przeciw-covid-19-sa-bardziej-narazone-na-zachorowanie/,"Do­rzu­cam jesz­cze wska­zów­kę bi­blio­gra­ficz­ną. Zaj­rzyj­cie pań­stwo na stro­nę in­sty­tu­cji bry­tyj­skiej (…) Pu­blic He­alth En­gland. Tam znaj­dzie­cie pań­stwo świe­że ra­por­ty, świe­że tzn. wrze­śnio­we. Tech­ni­cal brie­fing. Z tych ra­por­tów wy­ni­ka, że osoby, które przy­ję­ły pierw­szą, drugą dawkę tego me­dy­ka­men­tu (szcze­pion­ki prze­ciw­ko CO­VID-19 – przyp. De­ma­gog), (…) osoby, które przy­ję­ły te dawki, zna­la­zły się w stre­fie ra­dy­kal­nie pod­wyż­szo­ne­go ry­zy­ka na wy­pa­dek za­cho­ro­wa­nia.
Kon­fe­ren­cja pra­so­wa, 29.09.2021",FAŁSZ,29-09-2021
42,https://demagog.org.pl/wypowiedzi/na-co-moga-byc-przeznaczane-pieniadze-z-funduszu-sprawiedliwosci/,"Pro­szę zwró­cić uwagę, że na samym po­cząt­ku, cały czas, prak­tycz­nie do cza­sów rzą­dów pana mi­ni­stra Zio­bry, ten fun­dusz (Fun­dusz Spra­wie­dli­wo­ści – przyp. De­ma­gog) i jego środ­ki mogły być prze­zna­czo­ne tylko dla po­krzyw­dzo­nych. Do­pie­ro pewną lukę w pra­wie, zmie­nia­jąc nazwę i (…) wpro­wa­dza­jąc inne roz­wią­za­nia, wpro­wa­dzi­ła wła­śnie ekipa pana mi­ni­stra Zio­bry. I w opar­ciu o te prze­pi­sy, które wpro­wa­dził pan mi­ni­ster Zio­bro, środ­ki, które miały być roz­dy­spo­no­wa­ne tylko dla osób po­szko­do­wa­nych, ofiar, tak jak mó­wi­łem.
Wy­wiad Po­li­tycz­ny w TOK FM, 30.09.2021",PRAWDA,30-09-2021
43,https://demagog.org.pl/wypowiedzi/czy-polskie-sluzby-zidentyfikowaly-46-samolotow-z-10-tys-irakijczykow/,"Nasze służ­by zi­den­ty­fi­ko­wa­ły w ostat­nich ty­go­dniach 46 sa­mo­lo­tów z Bag­da­du do Miń­ska. Z Iraku na Bia­ło­ruś. Tymi sa­mo­lo­ta­mi przy­le­cia­ło tam ok. 10 tys. miesz­kań­ców Iraku. Tam w tej chwi­li nie ma kry­zy­su po­li­tycz­ne­go, tam nie toczy się wojna do­mo­wa.
Po­sie­dze­nie Sejmu, 06.09.2021",FAŁSZ,06-09-2021
44,https://demagog.org.pl/wypowiedzi/o-ile-wzrosla-sciagalnosc-alimentow-za-czasow-ministra-ziobry/,"Kiedy zo­sta­łem mi­ni­strem spra­wie­dli­wo­ści, je­że­li cho­dzi o ścią­gal­ność ali­men­tów, by­li­śmy na przed­ostat­nim miej­scu w Eu­ro­pie. W tej chwi­li wzrost ali­men­tów, ścią­gal­no­ści, wzrósł o 230 proc.
Gość Krzysz­to­fa Ziem­ca, 25.09.2021",NIEWERYFIKOWALNE,25-09-2021
45,https://demagog.org.pl/wypowiedzi/ilu-pracownikow-liczy-straz-graniczna-a-ilu-frontex/,"Sam od­dział, jeden – czy nad­bu­żań­ski, czy pod­la­ski od­dział Stra­ży Gra­nicz­nej – liczy mię­dzy 2 a 2,5 tys. funk­cjo­na­riu­szy Stra­ży Gra­nicz­nej. Cały Fron­tex łącz­nie to jest 650 osób.
Gość Wy­da­rzeń, 21.09.2021",MANIPULACJA,21-09-2021
46,https://demagog.org.pl/wypowiedzi/od-kiedy-kobiety-moga-studiowac-na-uniwersytecie-oksfordzkim/,"BTW ko­bie­ty na Oxfor­dzie mogą stu­dio­wać, za­leż­nie od ko­le­dżu, do­pie­ro od 30-20 lat (!) W Pol­sce od sa­me­go za­ra­nia II RP nie miały z tym pro­ble­mu. To jedna ze spraw wy­ja­śnia­ją­cych dzi­siej­szą le­wi­co­wą neo­fic­ką gor­li­wość Bry­to­li.
Twit­ter, 04.10.2021",FAŁSZ,0
47,https://demagog.org.pl/wypowiedzi/czy-w-swietle-przepisow-unijnych-rak-jest-ryba/,"(…) czy rak to ryba i oka­za­ło się, że rak to ryba, prze­cież na po­trze­by Fran­cu­zów.
Wo­ro­ni­cza 17, 26.09.2021",FAŁSZ,26-09-2021
48,https://demagog.org.pl/wypowiedzi/ile-wynosi-eksport-polskich-towarow-rolno-spozywczych-do-krajow-ue/,"Sprze­da­je­my rocz­nie do Unii Eu­ro­pej­skiej ok. 160 mld zł to­wa­ru (to­wa­rów rol­no-spo­żyw­czych – przyp. De­ma­gog).
Roz­mo­wa Pia­sec­kie­go, 20.09.2021",FAŁSZ,20-09-2021
49,https://demagog.org.pl/wypowiedzi/czy-wiceprezes-tsue-moze-zasadzic-o-srodkach-tymczasowych/,"Taką de­cy­zję pod­ję­ła jedna sę­dzia Try­bu­na­łu Spra­wie­dli­wo­ści Unii Eu­ro­pej­skiej. W ten spo­sób pani Ro­sa­rio Silva de La­pu­er­ta nad­uży­ła swo­ich kom­pe­ten­cji, ale przede wszyst­kim zła­ma­ła prawo. Nie ma ta­kiej moż­li­wo­ści praw­nej, co wprost wy­ni­ka z trak­ta­tów o funk­cjo­no­wa­niu UE, żeby kto­kol­wiek jed­no­oso­bo­wo de­cy­do­wał o ka­rach, a wcze­śniej chciał wy­mu­sić za­mknię­cie ko­pal­ni z dnia na dzień.
Nowa Try­bu­na Opol­ska, 27.09.2021",FAŁSZ,27-09-2021
50,https://demagog.org.pl/wypowiedzi/czy-polska-zwrocila-sie-do-frontexu-o-pomoc-na-granicy-z-bialorusia/,"W na­szym kraju ma sie­dzi­bę Agen­cja Stra­ży Gra­nicz­nej i Przy­brzeż­nej, czyli Fron­tex. Do tego Fron­te­xu już 10 lipca tego roku zwró­ci­ła się Litwa. I Li­twie Fron­tex po­mógł w ta­kiej kwe­stii, że do­star­czył tam przede wszyst­kim sprzęt, bar­dzo pro­fe­sjo­nal­ny sprzęt łącz­nie z he­li­kop­te­ra­mi do ochro­ny gra­nic, jak rów­nież ludzi. (…) Do wczo­raj (25.08.2021 – przyp. De­ma­gog), a to wiem, pol­ski rząd nie zwró­cił się w żaden spo­sób do Fron­te­xu o udzie­le­nie po­mo­cy.
24 Py­ta­nia – Roz­mo­wa Po­ran­ka, 26.08.2021",PRAWDA,26-08-2021
51,https://demagog.org.pl/wypowiedzi/jaki-jest-udzial-unii-europejskiej-w-globalnej-emisji-co2/,"Je­że­li nasza emi­sja (CO2 – przyp. De­ma­gog) to jest 9 proc. w skali świa­ta (…) nie nasza pol­ska, unij­na, a naj­wię­cej tam Niem­cy.
Wo­ro­ni­cza 17, 26.09.2021",PRAWDA,26-09-2021
52,https://demagog.org.pl/wypowiedzi/co-wiemy-o-nastrojach-polakow-i-czechow-w-sprawie-sporu-o-turow/,"Wy­ko­na­no rów­nież ba­da­nia po obu stro­nach gra­ni­cy, je­że­li cho­dzi o emo­cje miesz­kań­ców. Wszy­scy miesz­kań­cy – za­rów­no z Czech, jak i Pol­ski – nie chcą tego kon­flik­tu!
Wy­po­wiedź dla wPo­li­ty­ce.pl, 20.09.2021",MANIPULACJA,20-09-2021
